transaction_id,amount,timestamp,account_id,transaction_type,location,device,risk_score,is_fraudulent,status
TX-20260511-000067,536.76,2026-04-05 05:50:32,ACC-1448,Refund,Dubai,Tablet,5.6,False,approved
TX-20260511-000068,11587.51,2026-02-16 18:50:32,ACC-1008,Purchase,Sydney,Mobile,33.8,False,approved
TX-20260511-000069,1204.89,2026-02-16 07:50:32,ACC-1961,Transfer,Dubai,Desktop,8.0,False,approved
TX-20260511-000070,7018.72,2026-04-27 11:50:32,ACC-1566,Transfer,Dubai,Mobile,16.2,False,approved
TX-20260511-000071,16372.34,2026-02-23 04:50:32,ACC-1734,Withdrawal,Singapore,Tablet,13.1,False,approved
TX-20260511-000072,492.65,2026-02-19 02:50:32,ACC-1517,Deposit,Dubai,Desktop,24.5,False,approved
TX-20260511-000073,18071.13,2026-04-29 14:50:32,ACC-1433,Withdrawal,New York,Desktop,31.0,False,approved
TX-20260511-000074,150.31,2026-03-30 06:50:32,ACC-1652,Withdrawal,Tokyo,Tablet,14.5,False,approved
TX-20260511-000075,5647.9,2026-03-15 17:50:32,ACC-1722,Deposit,Sydney,Desktop,5.2,False,approved
TX-20260511-000076,36158.04,2026-04-27 08:50:32,ACC-1967,Purchase,Tokyo,Tablet,29.0,False,approved
TX-20260511-000077,983.53,2026-05-06 23:50:32,ACC-1596,Refund,Tokyo,Mobile,32.3,False,approved
TX-20260511-000078,1530.35,2026-04-25 09:50:32,ACC-1315,Withdrawal,New York,Mobile,35.1,False,approved
TX-20260511-000079,243.79,2026-04-14 13:50:32,ACC-1255,Purchase,London,Mobile,1.0,False,approved
TX-20260511-000080,2506.87,2026-02-28 21:50:32,ACC-1997,Refund,Tokyo,Desktop,3.7,False,approved
TX-20260511-000081,10379.24,2026-04-21 05:50:32,ACC-1902,Deposit,New York,Desktop,18.5,False,approved
TX-20260511-000082,5249.8,2026-03-29 21:50:32,ACC-1821,Purchase,Singapore,Mobile,2.8,False,approved
TX-20260511-000083,35490.72,2026-04-20 12:50:32,ACC-1110,Deposit,New York,Mobile,45.6,False,reviewing
TX-20260511-000084,5800.67,2026-04-13 04:50:32,ACC-1836,Deposit,Mumbai,Mobile,13.8,False,approved
TX-20260511-000085,9527.63,2026-04-12 03:50:32,ACC-1024,Purchase,Singapore,Mobile,6.4,False,approved
TX-20260511-000086,149.54,2026-03-30 02:50:32,ACC-1885,Payment,Dubai,Mobile,48.4,False,reviewing
TX-20260511-000087,423.99,2026-02-17 18:50:32,ACC-1409,Purchase,Sydney,Mobile,9.6,False,approved
TX-20260511-000088,17064.33,2026-05-08 07:50:32,ACC-1898,Withdrawal,Tokyo,Tablet,16.1,False,approved
TX-20260511-000089,3027.07,2026-04-08 09:50:32,ACC-1111,Refund,Shanghai,Mobile,30.0,False,approved
TX-20260511-000090,3534.32,2026-03-31 21:50:32,ACC-1620,Refund,London,Mobile,23.3,False,approved
TX-20260511-000091,8048.14,2026-02-27 04:50:32,ACC-1260,Payment,Shanghai,Desktop,17.3,False,approved
TX-20260511-000092,5761.72,2026-03-05 17:50:32,ACC-1703,Purchase,Singapore,Mobile,26.4,False,approved
TX-20260511-000093,2533.24,2026-03-17 08:50:32,ACC-1971,Purchase,Mumbai,Tablet,1.3,False,approved
TX-20260511-000094,4543.66,2026-03-31 13:50:32,ACC-1868,Payment,Dubai,Tablet,7.6,False,approved
TX-20260511-000095,1171.4,2026-04-01 13:50:32,ACC-1418,Withdrawal,Shanghai,Tablet,32.7,False,approved
TX-20260511-000096,1172.21,2026-04-03 17:50:32,ACC-1130,Transfer,Shanghai,Tablet,14.5,False,approved
TX-20260511-000097,1748.94,2026-03-23 13:50:32,ACC-1766,Transfer,Toronto,Tablet,15.2,False,approved
TX-20260511-000098,107.22,2026-04-02 22:50:32,ACC-1561,Payment,Dubai,Mobile,41.2,False,reviewing
TX-20260511-000099,23965.0,2026-04-14 21:50:32,ACC-1804,Refund,Toronto,Tablet,38.3,False,approved
TX-20260511-000100,3907.83,2026-03-30 20:50:32,ACC-1452,Deposit,Singapore,Tablet,12.8,False,approved
TX-20260511-000101,14861.99,2026-03-11 11:50:32,ACC-1173,Purchase,London,Mobile,11.6,False,approved
TX-20260511-000102,1828.11,2026-03-06 13:50:32,ACC-1648,Refund,Mumbai,Desktop,14.2,False,approved
TX-20260511-000103,392769.3,2026-04-10 13:50:32,ACC-1317,Transfer,Singapore,Desktop,74.4,True,flagged
TX-20260511-000104,5367.21,2026-05-08 09:50:32,ACC-1250,Deposit,Toronto,Desktop,11.6,False,approved
TX-20260511-000105,2473.06,2026-03-13 21:50:32,ACC-1907,Purchase,Toronto,Desktop,10.0,False,approved
TX-20260511-000106,343.44,2026-02-10 22:50:32,ACC-1506,Deposit,Singapore,Desktop,12.0,False,approved
TX-20260511-000107,4464.79,2026-02-16 12:50:32,ACC-1005,Payment,Shanghai,Desktop,31.4,False,approved
TX-20260511-000108,4850.21,2026-04-18 12:50:32,ACC-1530,Deposit,New York,Tablet,24.1,False,approved
TX-20260511-000109,36788.47,2026-04-10 07:50:32,ACC-1467,Transfer,Paris,Tablet,47.7,False,reviewing
TX-20260511-000110,2023.07,2026-03-04 17:50:32,ACC-1609,Withdrawal,Paris,Tablet,34.2,False,approved
TX-20260511-000111,17592.42,2026-03-07 21:50:32,ACC-1850,Refund,Paris,Desktop,28.3,False,approved
TX-20260511-000112,16840.32,2026-03-11 20:50:32,ACC-1265,Transfer,Dubai,Tablet,12.0,False,approved
TX-20260511-000113,1456.7,2026-03-09 14:50:32,ACC-1244,Withdrawal,Paris,Desktop,12.2,False,approved
TX-20260511-000114,140.38,2026-04-05 03:50:32,ACC-1278,Withdrawal,Mumbai,Tablet,26.6,False,approved
TX-20260511-000115,31415.24,2026-05-01 06:50:32,ACC-1154,Transfer,Shanghai,Tablet,19.6,False,approved
TX-20260511-000116,4837.13,2026-04-21 12:50:32,ACC-1219,Payment,Shanghai,Mobile,5.5,False,approved
TX-20260511-000117,861.91,2026-03-29 17:50:32,ACC-1477,Deposit,New York,Desktop,4.6,False,approved
TX-20260511-000118,1781.48,2026-03-18 22:50:32,ACC-1926,Refund,New York,Tablet,15.4,False,approved
TX-20260511-000119,5922.5,2026-03-23 19:50:32,ACC-1006,Withdrawal,Dubai,Mobile,15.7,False,approved
TX-20260511-000120,4171.95,2026-03-18 17:50:32,ACC-1765,Purchase,Sydney,Tablet,12.1,False,approved
TX-20260511-000121,3037.8,2026-04-12 19:50:32,ACC-1224,Withdrawal,Shanghai,Mobile,10.7,False,approved
TX-20260511-000122,1559.45,2026-05-07 22:50:32,ACC-1344,Purchase,Shanghai,Tablet,6.4,False,approved
TX-20260511-000123,48530.63,2026-04-19 20:50:32,ACC-1941,Transfer,Toronto,Tablet,48.8,False,reviewing
TX-20260511-000124,2404.45,2026-05-07 22:50:33,ACC-1606,Refund,New York,Desktop,3.5,False,approved
TX-20260511-000125,1210.87,2026-02-17 21:50:33,ACC-1138,Deposit,Tokyo,Desktop,5.8,False,approved
TX-20260511-000126,954.61,2026-04-07 22:50:33,ACC-1335,Transfer,Paris,Mobile,7.2,False,approved
TX-20260511-000127,3735.33,2026-03-28 22:50:33,ACC-1284,Deposit,Dubai,Desktop,7.7,False,approved
TX-20260511-000128,307.4,2026-03-12 10:50:33,ACC-1767,Refund,New York,Mobile,27.5,False,approved
TX-20260511-000129,8262.56,2026-04-12 14:50:33,ACC-1070,Purchase,New York,Desktop,32.0,False,approved
TX-20260511-000130,3688.87,2026-04-10 04:50:33,ACC-1859,Payment,Toronto,Desktop,7.1,False,approved
TX-20260511-000131,14125.51,2026-04-11 06:50:33,ACC-1484,Purchase,London,Tablet,20.4,False,approved
TX-20260511-000132,23355.01,2026-04-13 20:50:33,ACC-1716,Withdrawal,Mumbai,Desktop,37.0,False,approved
TX-20260511-000133,1078.49,2026-02-22 15:50:33,ACC-1986,Purchase,London,Desktop,1.0,False,approved
TX-20260511-000134,4138.23,2026-04-02 07:50:33,ACC-1592,Payment,Dubai,Tablet,31.6,False,approved
TX-20260511-000135,1441.5,2026-02-13 22:50:33,ACC-1406,Purchase,Singapore,Desktop,11.5,False,approved
TX-20260511-000136,1134.09,2026-02-24 12:50:33,ACC-1850,Purchase,Singapore,Desktop,2.4,False,approved
TX-20260511-000137,22787.23,2026-02-11 01:50:33,ACC-1870,Purchase,Toronto,Desktop,32.2,False,approved
TX-20260511-000138,4934.09,2026-02-28 09:50:33,ACC-1355,Refund,Shanghai,Tablet,23.7,False,approved
TX-20260511-000139,6257.99,2026-03-25 08:50:33,ACC-1518,Purchase,Mumbai,Desktop,29.6,False,approved
TX-20260511-000140,1370.78,2026-03-18 19:50:33,ACC-1108,Deposit,Mumbai,Tablet,9.0,False,approved
TX-20260511-000141,11375.74,2026-03-13 12:50:33,ACC-1156,Deposit,Tokyo,Tablet,13.4,False,approved
TX-20260511-000142,59.55,2026-03-05 14:50:33,ACC-1276,Refund,Sydney,Mobile,10.6,False,approved
TX-20260511-000143,1115.85,2026-03-12 21:50:33,ACC-1845,Purchase,Toronto,Mobile,44.7,False,reviewing
TX-20260511-000144,3232.81,2026-03-31 03:50:33,ACC-1850,Payment,Dubai,Mobile,27.9,False,approved
TX-20260511-000145,4274.95,2026-04-09 20:50:33,ACC-1583,Refund,Shanghai,Mobile,29.4,False,approved
TX-20260511-000146,1436.45,2026-05-07 19:50:33,ACC-1871,Withdrawal,Tokyo,Mobile,34.8,False,approved
TX-20260511-000147,22063.25,2026-04-13 23:50:33,ACC-1816,Withdrawal,Mumbai,Mobile,21.5,False,approved
TX-20260511-000148,3612.16,2026-02-23 12:50:33,ACC-1901,Withdrawal,Sydney,Desktop,30.9,False,approved
TX-20260511-000149,1448.08,2026-03-06 04:50:33,ACC-1087,Transfer,Shanghai,Mobile,22.5,False,approved
TX-20260511-000150,5166.22,2026-03-01 03:50:33,ACC-1707,Deposit,Paris,Mobile,15.5,False,approved
TX-20260511-000151,727.91,2026-05-09 08:50:33,ACC-1301,Transfer,Shanghai,Tablet,34.9,False,approved
TX-20260511-000152,384.33,2026-04-10 01:50:33,ACC-1679,Refund,Mumbai,Mobile,4.3,False,approved
TX-20260511-000153,6349.68,2026-03-01 18:50:33,ACC-1352,Deposit,Sydney,Mobile,10.8,False,approved
TX-20260511-000154,119.25,2026-03-26 12:50:33,ACC-1464,Withdrawal,Dubai,Mobile,7.6,False,approved
TX-20260511-000155,6434.39,2026-04-12 07:50:33,ACC-1738,Transfer,Mumbai,Desktop,4.0,False,approved
TX-20260511-000156,56748.21,2026-03-03 12:50:33,ACC-1189,Transfer,Singapore,Tablet,28.4,False,approved
TX-20260511-000157,2217.57,2026-03-11 02:50:33,ACC-1741,Refund,Sydney,Tablet,13.0,False,approved
TX-20260511-000158,987.7,2026-04-05 07:50:33,ACC-1852,Transfer,Dubai,Desktop,11.8,False,approved
TX-20260511-000159,7109.99,2026-03-26 05:50:33,ACC-1309,Payment,Sydney,Desktop,14.1,False,approved
TX-20260511-000160,7078.63,2026-04-06 09:50:33,ACC-1997,Payment,Sydney,Mobile,3.3,False,approved
TX-20260511-000161,4754.64,2026-02-11 06:50:33,ACC-1653,Deposit,London,Desktop,29.9,False,approved
TX-20260511-000162,883.81,2026-02-27 01:50:33,ACC-1480,Deposit,Paris,Mobile,8.8,False,approved
TX-20260511-000163,767.54,2026-04-18 09:50:33,ACC-1258,Deposit,London,Desktop,5.2,False,approved
TX-20260511-000164,37448.14,2026-03-20 19:50:33,ACC-1075,Refund,New York,Desktop,42.2,False,reviewing
TX-20260511-000165,11186.46,2026-04-21 16:50:33,ACC-1971,Withdrawal,London,Desktop,13.3,False,approved
TX-20260511-000166,1539.55,2026-04-25 17:50:33,ACC-1782,Deposit,Toronto,Tablet,25.7,False,approved
TX-20260511-000167,31986.12,2026-02-21 03:50:33,ACC-1794,Refund,Shanghai,Mobile,21.4,False,approved
TX-20260511-000168,365.82,2026-03-16 01:50:33,ACC-1880,Refund,Shanghai,Mobile,5.6,False,approved
TX-20260511-000169,6935.82,2026-02-27 15:50:33,ACC-1061,Refund,London,Desktop,4.1,False,approved
TX-20260511-000170,9859.85,2026-02-20 04:50:33,ACC-1270,Purchase,London,Desktop,26.3,False,approved
TX-20260511-000171,3706.36,2026-04-11 05:50:33,ACC-1565,Payment,Tokyo,Desktop,15.4,False,approved
TX-20260511-000172,63894.0,2026-03-19 20:50:33,ACC-1705,Refund,Paris,Mobile,48.6,False,reviewing
TX-20260511-000173,33840.66,2026-05-07 03:50:33,ACC-1295,Purchase,Dubai,Tablet,39.9,False,approved
TX-20260511-000174,259.48,2026-03-14 08:50:33,ACC-1703,Transfer,Dubai,Tablet,4.4,False,approved
TX-20260511-000175,3203.91,2026-02-24 13:50:33,ACC-1823,Transfer,Shanghai,Desktop,15.3,False,approved
TX-20260511-000176,11191.33,2026-03-03 03:50:33,ACC-1663,Transfer,Dubai,Desktop,6.5,False,approved
TX-20260511-000177,238.1,2026-05-02 09:50:33,ACC-1169,Withdrawal,Toronto,Tablet,39.9,False,approved
TX-20260511-000178,1208.39,2026-02-28 01:50:33,ACC-1449,Payment,Paris,Tablet,2.2,False,approved
TX-20260511-000179,9324.28,2026-04-02 12:50:33,ACC-1412,Withdrawal,Sydney,Tablet,9.0,False,approved
TX-20260511-000180,3845.25,2026-03-08 20:50:33,ACC-1082,Refund,New York,Mobile,15.4,False,approved
TX-20260511-000181,3408.72,2026-03-30 15:50:33,ACC-1256,Payment,London,Desktop,13.1,False,approved
TX-20260511-000182,6620.16,2026-02-13 16:50:33,ACC-1601,Payment,Dubai,Tablet,5.1,False,approved
TX-20260511-000183,8472.04,2026-05-06 05:50:33,ACC-1481,Refund,Paris,Mobile,12.9,False,approved
TX-20260511-000184,1976.2,2026-04-17 16:50:33,ACC-1446,Purchase,Paris,Desktop,33.0,False,approved
TX-20260511-000185,7421.76,2026-03-11 23:50:33,ACC-1418,Withdrawal,Mumbai,Tablet,12.3,False,approved
TX-20260511-000186,90.96,2026-04-28 05:50:33,ACC-1337,Deposit,Paris,Mobile,13.5,False,approved
TX-20260511-000187,28744.59,2026-02-15 22:50:33,ACC-1833,Refund,New York,Mobile,45.1,False,reviewing
TX-20260511-000188,790.59,2026-04-30 00:50:33,ACC-1258,Withdrawal,London,Mobile,11.3,False,approved
TX-20260511-000189,4584.39,2026-03-07 10:50:33,ACC-1673,Refund,Paris,Mobile,33.7,False,approved
TX-20260511-000190,7701.52,2026-05-05 04:50:33,ACC-1530,Withdrawal,Toronto,Mobile,25.4,False,approved
TX-20260511-000191,89862.8,2026-02-19 20:50:33,ACC-1778,Payment,Singapore,Mobile,47.6,False,reviewing
TX-20260511-000192,1757.79,2026-03-02 06:50:33,ACC-1949,Withdrawal,Paris,Tablet,33.9,False,approved
TX-20260511-000193,1575.01,2026-03-10 07:50:33,ACC-1029,Purchase,Toronto,Desktop,8.7,False,approved
TX-20260511-000194,925.99,2026-02-10 05:50:33,ACC-1318,Refund,New York,Tablet,12.3,False,approved
TX-20260511-000195,110.52,2026-03-20 08:50:33,ACC-1230,Payment,Paris,Desktop,6.2,False,approved
TX-20260511-000196,21931.03,2026-02-18 06:50:33,ACC-1510,Purchase,Dubai,Tablet,34.0,False,approved
TX-20260511-000197,59812.85,2026-02-10 02:50:33,ACC-1425,Deposit,Paris,Desktop,64.1,False,reviewing
TX-20260511-000198,1619.03,2026-03-13 17:50:33,ACC-1148,Deposit,Singapore,Tablet,37.9,False,approved
TX-20260511-000199,337.54,2026-03-06 11:50:33,ACC-1900,Transfer,London,Mobile,1.6,False,approved
TX-20260511-000200,10957.44,2026-03-19 00:50:33,ACC-1956,Refund,Dubai,Desktop,47.9,False,reviewing
TX-20260511-000201,731.6,2026-04-04 11:50:33,ACC-1305,Refund,Toronto,Tablet,0.6,False,approved
TX-20260511-000202,18168.71,2026-03-10 06:50:33,ACC-1457,Refund,Paris,Mobile,28.4,False,approved
TX-20260511-000203,8173.38,2026-03-29 17:50:33,ACC-1781,Refund,Shanghai,Mobile,32.2,False,approved
TX-20260511-000204,675.59,2026-03-31 04:50:33,ACC-1714,Transfer,Toronto,Mobile,3.1,False,approved
TX-20260511-000205,2468.39,2026-04-11 21:50:33,ACC-1044,Withdrawal,Paris,Tablet,5.7,False,approved
TX-20260511-000206,6678.5,2026-03-23 22:50:33,ACC-1679,Purchase,Tokyo,Mobile,5.8,False,approved
TX-20260511-000207,388.36,2026-05-07 06:50:33,ACC-1514,Refund,Mumbai,Desktop,5.2,False,approved
TX-20260511-000208,10703.97,2026-03-16 07:50:33,ACC-1538,Deposit,New York,Tablet,46.3,False,reviewing
TX-20260511-000209,91.73,2026-04-22 21:50:33,ACC-1891,Purchase,Tokyo,Desktop,26.8,False,approved
TX-20260511-000210,2019.52,2026-03-12 02:50:33,ACC-1346,Refund,Shanghai,Tablet,29.5,False,approved
TX-20260511-000211,312.71,2026-05-01 00:50:33,ACC-1872,Purchase,Sydney,Mobile,13.8,False,approved
TX-20260511-000212,15073.44,2026-03-31 14:50:33,ACC-1735,Deposit,Sydney,Desktop,9.2,False,approved
TX-20260511-000213,187.29,2026-02-21 08:50:33,ACC-1240,Purchase,Dubai,Desktop,14.5,False,approved
TX-20260511-000214,1991.55,2026-04-29 21:50:33,ACC-1100,Purchase,London,Mobile,3.6,False,approved
TX-20260511-000215,566.92,2026-04-19 12:50:33,ACC-1306,Payment,New York,Mobile,6.2,False,approved
TX-20260511-000216,22574.06,2026-05-04 01:50:33,ACC-1367,Withdrawal,Shanghai,Desktop,11.9,False,approved
TX-20260511-000217,1818.15,2026-04-09 18:50:33,ACC-1421,Refund,Tokyo,Desktop,13.3,False,approved
TX-20260511-000218,250.61,2026-04-19 08:50:33,ACC-1624,Deposit,Toronto,Tablet,28.0,False,approved
TX-20260511-000219,8530.59,2026-04-10 19:50:33,ACC-1934,Refund,Tokyo,Desktop,10.9,False,approved
TX-20260511-000220,1746.21,2026-03-12 14:50:33,ACC-1260,Deposit,Dubai,Tablet,12.0,False,approved
TX-20260511-000221,4261.79,2026-05-09 20:50:33,ACC-1922,Withdrawal,Sydney,Desktop,31.4,False,approved
TX-20260511-000222,1732.23,2026-05-01 20:50:33,ACC-1967,Withdrawal,Toronto,Mobile,13.7,False,approved
TX-20260511-000223,2685.48,2026-02-18 21:50:33,ACC-1706,Withdrawal,Paris,Mobile,4.9,False,approved
TX-20260511-000224,3097.52,2026-04-15 22:50:33,ACC-1873,Deposit,London,Desktop,9.8,False,approved
TX-20260511-000225,359.14,2026-03-23 16:50:33,ACC-1367,Refund,Dubai,Tablet,23.7,False,approved
TX-20260511-000226,2078.73,2026-04-04 10:50:33,ACC-1849,Purchase,Shanghai,Mobile,12.9,False,approved
TX-20260511-000227,1698.96,2026-05-09 16:50:33,ACC-1885,Purchase,New York,Tablet,17.8,False,approved
TX-20260511-000228,235.12,2026-03-09 01:50:33,ACC-1794,Transfer,Toronto,Mobile,21.4,False,approved
TX-20260511-000229,772.17,2026-04-12 14:50:33,ACC-1194,Refund,Dubai,Tablet,3.0,False,approved
TX-20260511-000230,243.55,2026-02-15 13:50:33,ACC-1858,Transfer,London,Tablet,44.5,False,reviewing
TX-20260511-000231,42067.49,2026-02-18 09:50:33,ACC-1316,Deposit,New York,Tablet,42.5,False,reviewing
TX-20260511-000232,288.6,2026-03-25 11:50:33,ACC-1134,Payment,Dubai,Mobile,11.7,False,approved
TX-20260511-000233,7398.37,2026-03-19 05:50:33,ACC-1205,Transfer,Sydney,Mobile,7.4,False,approved
TX-20260511-000234,12806.83,2026-03-04 18:50:33,ACC-1935,Withdrawal,Tokyo,Mobile,12.8,False,approved
TX-20260511-000235,2845.7,2026-03-11 01:50:33,ACC-1764,Withdrawal,London,Mobile,10.6,False,approved
TX-20260511-000236,1171.12,2026-05-02 06:50:33,ACC-1772,Transfer,Shanghai,Tablet,22.5,False,approved
